Month of Order Date,Year of Order Date,2 in one,Profit,Sales
August,2015,20.96,6.812,20.96
April,2017,20.736,7.2576,20.736
April,2017,16.52,2.065,16.52
June,2015,228.92,14.3075,228.92
October,2016,60.144,20.2986,60.144
July,2017,298.464,26.1156,298.464
July,2014,22.288,3.9004,22.288
September,2014,33.792,10.56,33.792
August,2016,727.296,-172.7328,727.296
September,2016,28.44,4.266,28.44
September,2017,73.008,26.4654,73.008
September,2015,69.12,-14.688,69.12
June,2014,100.24,33.831,100.24
October,2017,13.456,-23.548,13.456
November,2016,3.136,-4.704,3.136
June,2015,5.792,-9.5568,5.792
September,2014,2.724,-4.3584,2.724
September,2016,62.79,-166.3935,62.79
September,2017,762.594,-1143.891,762.594
June,2017,6.888,-11.0208,6.888
February,2014,4.428,-6.8634,4.428
September,2015,4.47,-7.8225,4.47
July,2016,9.264,-13.896,9.264
April,2017,11.364,-17.046,11.364
August,2017,38.864,-99.1032,38.864
July,2016,11.416,-18.8364,11.416
October,2015,3.592,-6.286,3.592
November,2014,9.98,-16.467,9.98
November,2017,30.56,-45.84,30.56
September,2015,16.27,-25.2185,16.27
October,2015,73.164,-186.5682,73.164
March,2017,13.776,-22.0416,13.776
July,2014,29.932,-46.3946,29.932
April,2017,43.372,-69.3952,43.372
May,2014,104.58,-172.557,104.58
October,2017,27.396,-42.4638,27.396
September,2017,11.646,-17.469,11.646
March,2016,8.856,-14.1696,8.856
October,2015,3.96,-6.93,3.96
July,2014,39.48,11.0544,39.48
November,2017,1.64,0.738,1.64
April,2015,25.99,7.5371,25.99
October,2016,30.4,13.984,30.4
April,2017,16.98,8.49,16.98
July,2017,11.54,5.5392,11.54
December,2016,6.48,3.1104,6.48
December,2017,73.85,2.215500000,73.85
December,2015,355.96,103.2284,355.96
December,2015,414.96,124.488,414.96
January,2016,4.66,1.3514,4.66
April,2015,11.16,4.3524,11.16
September,2014,3.52,1.6896,3.52
August,2015,11.96,3.1096,11.96
June,2015,8.26,3.8822,8.26
June,2015,29.84,13.428,29.84
December,2015,37.88,18.94,37.88
June,2017,6.24,3.0576,6.24
January,2016,52.34,24.5998,52.34
March,2014,11.36,5.3392,11.36
July,2017,24.56,11.5432,24.56
February,2017,11.76,5.7624,11.76
November,2014,11.36,5.2256,11.36
September,2017,38.62,10.8136,38.62
November,2014,7.3,2.19,7.3
July,2015,68.94,20.682,68.94
August,2014,8.64,2.5056,8.64
September,2014,66.03,17.1678,66.03
July,2015,15.48,4.4892,15.48
April,2015,14.67,6.0147,14.67
July,2017,11.01,5.3949,11.01
April,2014,7.83,3.6018,7.83
September,2015,31.05,14.904,31.05
November,2016,14.94,6.8724,14.94
December,2017,19.44,9.3312,19.44
May,2014,17.94,8.7906,17.94
December,2015,19.44,9.3312,19.44
October,2017,17.04,7.668,17.04
December,2014,14.94,7.0218,14.94
November,2017,269.49,5.389800000,269.49
October,2017,344.91,10.3473,344.91
November,2015,17.94,3.0498,17.94
October,2016,119.1,34.539,119.1
December,2017,25.71,6.6846,25.71
August,2016,27.93,8.0997,27.93
September,2015,111.04,29.9808,111.04
August,2015,16.52,7.5992,16.52
September,2015,209.6,96.416,209.6
July,2015,11.52,5.4144,11.52
September,2016,14.76,6.9372,14.76
November,2014,223.92,109.7208,223.92
August,2017,25.92,12.4416,25.92
December,2014,195.64,91.9508,195.64
April,2017,2591.56,621.9744,2591.56
November,2017,83.56,1.6712,83.56
December,2014,216.4,56.264,216.4
April,2015,142.04,38.3508,142.04
April,2017,41.95,10.4875,41.95
November,2015,523.25,141.2775,523.25
May,2016,8,3.44,8
July,2017,849.95,390.977,849.95
September,2015,114.6,51.57,114.6
June,2017,82.4,40.376,82.4
December,2015,28.9,14.161,28.9
August,2017,277.4,133.152,277.4
November,2014,46.35,21.7845,46.35
March,2014,36.4,17.472,36.4
July,2017,99.9,47.952,99.9
April,2017,286.15,71.5375,286.15
September,2017,67.4,17.524,67.4
February,2017,166.45,39.948,166.45
December,2016,2079.4,582.232,2079.4
May,2014,245.88,68.8464,245.88
February,2015,26.88,6.72,26.88
August,2017,227.88,68.364,227.88
November,2016,17.28,5.0112,17.28
December,2017,17.28,8.1216,17.28
September,2015,38.88,18.6624,38.88
September,2015,1088.76,315.7404,1088.76
November,2017,58.73,14.6825,58.73
May,2014,447.86,219.4514,447.86
March,2017,28.91,13.2986,28.91
August,2017,24.64,11.8272,24.64
June,2017,447.84,219.4416,447.84
July,2015,137.25,63.135,137.25
April,2016,8.872,3.2161,8.872
October,2017,4.064,1.3716,4.064
November,2016,4.624,1.6762,4.624
March,2017,43.28,3.246,43.28
October,2017,161.568,16.1568,161.568
March,2017,5.248,0.590400000,5.248
February,2015,10.896,3.8136,10.896
May,2016,7.216,1.7138,7.216
August,2014,5.68,1.917,5.68
July,2016,10.08,3.276,10.08
June,2014,16.224,5.8812,16.224
May,2016,49.568,15.49,49.568
November,2017,10.368,3.6288,10.368
November,2016,89.568,32.4684,89.568
August,2015,49.568,15.49,49.568
December,2015,16.448,5.5512,16.448
December,2016,7.968,2.6892,7.968
June,2017,27.44,2.401,27.44
June,2017,8.928,0.6696,8.928
June,2015,78.256,-17.6076,78.256
August,2015,3.488,-0.697600000,3.488
May,2017,10.272,1.1556,10.272
May,2016,16.656,3.3312,16.656
June,2015,8.016,1.002,8.016
April,2015,82.344,27.7911,82.344
July,2017,13.92,4.35,13.92
March,2014,125.76,40.872,125.76
November,2016,17.712,6.4206,17.712
November,2016,4.416,1.6008,4.416
June,2016,7.56,2.646,7.56
November,2016,22.248,7.5087,22.248
October,2017,45.528,15.9348,45.528
November,2016,334.88,29.302,334.88
November,2017,93.344,32.6704,93.344
April,2015,9.088,3.2944,9.088
September,2014,18.464,6.924,18.464
November,2014,52.064,18.8732,52.064
December,2017,33.376,10.43,33.376
November,2016,9.216,3.3408,9.216
September,2014,32.896,11.1024,32.896
October,2015,20.736,7.2576,20.736
July,2016,18.496,6.7048,18.496
September,2017,20.736,7.2576,20.736
June,2016,124.608,-23.364,124.608
April,2015,563.808,21.1428,563.808
March,2014,25.32,9.1785,25.32
December,2017,104.68,35.3295,104.68
September,2016,16.52,5.369,16.52
April,2016,419.4,146.79,419.4
June,2015,25.92,9.072,25.92
September,2016,37.52,3.752,37.52
September,2014,16.704,1.2528,16.704
June,2016,9.648,3.4974,9.648
June,2015,31.104,10.8864,31.104
August,2015,663.072,-165.768,663.072
April,2015,98.112,18.396,98.112
November,2016,217.056,78.6828,217.056
July,2017,222.32,25.011,222.32
July,2016,11.264,1.2672,11.264
November,2016,134.272,46.9952,134.272
June,2015,43.056,15.6078,43.056
September,2014,28.8,10.08,28.8
July,2016,284.08,24.857,284.08
December,2014,296.712,100.1403,296.712
March,2016,2.043,-1.4982,2.043
March,2017,12.294,-8.6058,12.294
December,2017,3.132,-2.61,3.132
August,2015,99.588,-82.99,99.588
November,2014,5.742,-4.5936,5.742
July,2017,33.93,-22.62,33.93
September,2016,22.428,-17.9424,22.428
June,2017,10.332,-7.5768,10.332
October,2017,6.216,-4.9728,6.216
June,2015,18.312,-12.208,18.312
July,2015,25.176,-18.4624,25.176
April,2015,10.428,-6.952,10.428
July,2016,5.715,-4.7625,5.715
July,2016,9.42,-7.85,9.42
June,2017,31.155,-23.8855,31.155
April,2016,121.104,-100.92,121.104
December,2016,12.957,-9.5018,12.957
November,2016,69.888,-46.592,69.888
April,2014,7.488,-5.2416,7.488
January,2016,1270.99,635.495,1270.99
November,2017,2.88,1.4112,2.88
August,2016,4.13,1.8998,4.13
May,2016,4.98,2.4402,4.98
January,2014,6.54,3.0084,6.54
March,2017,59.76,16.7328,59.76
September,2017,15.51,3.8775,15.51
March,2016,160.32,44.8896,160.32
June,2017,3.76,1.0904,3.76
November,2017,4.3,1.419,4.3
January,2014,5.48,1.4796,5.48
May,2017,29.84,13.428,29.84
June,2015,119.56,54.9976,119.56
January,2014,609.98,274.491,609.98
May,2017,58.34,28.0032,58.34
December,2016,15.42,6.939,15.42
September,2014,9.64,4.7236,9.64
March,2017,3.76,1.316,3.76
August,2016,9.82,4.8118,9.82
May,2016,19.36,9.2928,19.36
March,2016,45.68,21.0128,45.68
January,2014,16.68,8.34,16.68
August,2016,35.06,10.518,35.06
September,2017,12.72,4.9608,12.72
May,2016,8.34,2.1684,8.34
June,2017,91.2,41.952,91.2
August,2017,102.93,48.3771,102.93
June,2015,113.1,56.55,113.1
November,2016,251.79,118.3413,251.79
August,2016,23.34,0.2334,23.34
December,2016,19.44,9.3312,19.44
January,2014,19.44,9.3312,19.44
September,2017,14.28,3.7128,14.28
May,2016,91.96,25.7488,91.96
March,2016,46,20.7,46
January,2014,31.12,0.311200000,31.12
April,2016,25.92,12.7008,25.92
September,2016,25.92,12.4416,25.92
March,2016,481.32,125.1432,481.32
September,2017,35.4,13.452,35.4
June,2015,140.75,42.225,140.75
September,2017,15.75,7.56,15.75
July,2015,90.06,41.4276,90.06
April,2016,30,14.4,30
January,2017,33.74,15.5204,33.74
September,2017,184.66,84.9436,184.66
May,2016,511.84,240.5648,511.84
January,2016,125.36,58.9192,125.36
January,2014,489.92,0,489.92
July,2015,135.09,62.1414,135.09
May,2016,1267.65,152.118,1267.65
November,2017,1443.96,375.4296,1443.96
March,2016,319.76,147.0896,319.76
August,2014,2.952,0.9963,2.952
April,2017,3,1.05,3
November,2016,5.08,1.651,5.08
September,2015,25.424,-4.767,25.424
December,2017,64.784,-12.9568,64.784
November,2016,42.384,4.2384,42.384
April,2017,16.256,1.2192,16.256
September,2015,2.816,0.3168,2.816
April,2017,4.608,1.6704,4.608
December,2015,11.696,3.9474,11.696
March,2017,4.608,1.6704,4.608
October,2014,10.368,3.6288,10.368
October,2014,10.368,3.6288,10.368
September,2017,147.184,-29.4368,147.184
October,2014,61.568,4.6176,61.568
August,2014,5.552,-1.041,5.552
August,2016,28.048,3.506,28.048
November,2016,671.544,50.3658,671.544
April,2017,15.528,4.8525,15.528
March,2014,8.016,1.002,8.016
October,2014,6.192,0.4644,6.192
March,2014,18.936,5.9175,18.936
October,2017,18.936,5.9175,18.936
April,2017,11.952,3.8844,11.952
October,2014,11.952,4.0338,11.952
February,2016,432.456,32.4342,432.456
October,2017,17.856,2.0088,17.856
August,2016,9.216,3.3408,9.216
September,2015,12,4.2,12
November,2016,10.528,3.4216,10.528
March,2014,21.376,7.4816,21.376
May,2016,93.248,31.4712,93.248
October,2017,580.672,65.325600000,580.672
September,2015,720.064,-63.0056,720.064
August,2014,47.96,4.1965,47.96
January,2015,13.12,2.132,13.12
August,2014,211.248,15.8436,211.248
March,2014,91.056,31.8696,91.056
August,2014,31.104,10.8864,31.104
January,2017,348.208,30.4682,348.208
November,2016,9.888,-6.9216,9.888
February,2016,34.86,-26.726,34.86
December,2014,18.24,-14.592,18.24
September,2015,3.204,-2.5632,3.204
September,2017,15.57,-11.418,15.57
April,2017,4.842,-3.5508,4.842
February,2016,3.762,-2.7588,3.762
August,2016,4.338,-3.0366,4.338
October,2017,1633.188,-1306.5504,1633.188
December,2017,45.66,-33.484,45.66
October,2015,7.38,-5.412,7.38
August,2016,11.88,-7.92,11.88
October,2017,50.454,-33.636,50.454
January,2017,35.784,-28.6272,35.784
October,2016,28.752,-21.0848,28.752
November,2016,67.84,18.3168,67.84
December,2014,10.98,2.9646,10.98
November,2017,8.62,2.2412,8.62
January,2016,34.58,10.0282,34.58
March,2016,16.99,4.9271,16.99
May,2017,2.78,0.7228,2.78
September,2017,7.58,2.9562,7.58
April,2017,1.81,0.6516,1.81
October,2014,4.71,0,4.71
July,2014,2.88,1.4112,2.88
June,2016,4.73,2.3177,4.73
May,2016,5.98,1.0166,5.98
December,2014,20.34,0.203400000,20.34
September,2014,14.97,4.1916,14.97
December,2014,361.96,101.3488,361.96
December,2015,56.3,15.764,56.3
November,2017,5.56,1.4456,5.56
December,2017,5.76,1.6704,5.76
July,2014,5.56,2.224,5.56
November,2015,8.28,3.4776,8.28
August,2017,5.56,1.4456,5.56
November,2016,44.02,11.4452,44.02
September,2015,124.46,58.4962,124.46
November,2017,9.02,3.5178,9.02
November,2015,2.48,1.1656,2.48
September,2014,4.02,1.9698,4.02
October,2016,6.16,2.9568,6.16
May,2014,5.78,2.7166,5.78
April,2014,12.6,5.796,12.6
January,2015,14.62,6.8714,14.62
March,2017,110.96,53.2608,110.96
March,2017,45.68,21.0128,45.68
September,2016,12.96,6.3504,12.96
October,2016,97.82,45.9754,97.82
October,2016,8.56,3.852,8.56
December,2016,13.36,6.4128,13.36
June,2015,11.76,5.7624,11.76
December,2015,9.96,4.8804,9.96
February,2014,12.96,6.2208,12.96
November,2016,12.9,6.321,12.9
November,2014,81.98,40.1702,81.98
October,2017,61.96,27.882,61.96
November,2014,6.58,3.0268,6.58
October,2017,37.94,18.2112,37.94
October,2016,45.68,21.0128,45.68
September,2015,18.54,8.7138,18.54
July,2017,52.76,24.2696,52.76
November,2017,56.56,15.2712,56.56
August,2017,323.1,61.389,323.1
September,2014,310.12,80.6312,310.12
June,2017,16.68,4.3368,16.68
April,2017,40.74,12.222,40.74
April,2014,270.72,78.5088,270.72
May,2017,9.84,2.8536,9.84
January,2017,8.82,2.3814,8.82
July,2017,18.24,6.2016,18.24
December,2014,7.86,3.6156,7.86
October,2017,8.94,4.1124,8.94
November,2014,44.4,22.2,44.4
March,2017,11.94,5.97,11.94
November,2015,113.82,53.4954,113.82
March,2017,314.55,150.984,314.55
January,2015,29.04,13.9392,29.04
June,2017,19.44,9.3312,19.44
April,2017,20.34,9.3564,20.34
December,2014,51.45,13.8915,51.45
September,2015,64.17,18.6093,64.17
December,2016,46.53,13.0284,46.53
November,2016,25.35,7.605,25.35
September,2014,43.92,11.8584,43.92
August,2015,105.96,29.6688,105.96
October,2017,227.84,66.0736,227.84
November,2017,23.36,6.0736,23.36
August,2015,6.72,3.36,6.72
July,2017,13.12,4.3296,13.12
March,2017,11.52,5.6448,11.52
September,2016,12.32,5.9136,12.32
February,2014,34.24,16.0928,34.24
April,2017,195.76,97.88,195.76
April,2017,163.96,80.3404,163.96
June,2017,192.16,92.2368,192.16
July,2014,23.92,4.0664,23.92
March,2017,359.32,7.186400000,359.32
October,2015,1640.7,459.396,1640.7
September,2014,56.65,24.3595,56.65
January,2017,21.4,6.206,21.4
April,2014,21.4,6.206,21.4
September,2015,8.4,2.184,8.4
December,2015,13.9,5.56,13.9
December,2017,43.7,20.539,43.7
February,2014,12.35,5.8045,12.35
October,2016,17.05,8.184,17.05
June,2016,99.9,46.953,99.9
January,2016,56.7,27.783,56.7
November,2014,21.4,9.63,21.4
February,2017,29.9,13.455,29.9
April,2017,244.55,114.9385,244.55
July,2014,32.4,15.552,32.4
December,2015,32.75,15.065,32.75
September,2016,29.9,14.651,29.9
June,2017,26.4,0,26.4
July,2016,86.2,24.998,86.2
July,2016,44.4,12.432,44.4
August,2016,487.92,136.6176,487.92
January,2015,87.36,23.5872,87.36
September,2016,236.88,66.3264,236.88
May,2014,107.94,30.2232,107.94
July,2014,19.68,6.4944,19.68
March,2017,23.88,8.1192,23.88
November,2015,119.04,30.9504,119.04
April,2014,18.9,9.072,18.9
November,2016,38.88,18.6624,38.88
May,2016,38.88,18.6624,38.88
December,2017,50.04,25.02,50.04
November,2015,19.46,5.0596,19.46
December,2016,18.69,5.2332,18.69
January,2017,12.74,5.733,12.74
December,2016,13.86,0,13.86
March,2017,13.02,0.390600000,13.02
June,2016,22.05,10.584,22.05
December,2016,20.16,9.8784,20.16
March,2017,286.93,140.5957,286.93
March,2014,1856.19,334.1142,1856.19
October,2017,1575.14,204.7682,1575.14
December,2014,269.36,70.0336,269.36
May,2014,31.84,10.5072,31.84
August,2014,20.88,9.6048,20.88
May,2017,58.48,27.4856,58.48
April,2017,39.28,19.2472,39.28
October,2016,71.6,32.936,71.6
October,2016,60.12,28.8576,60.12
July,2014,249.75,44.955,249.75
June,2017,136.26,5.450400000,136.26
October,2016,1.408,0.1584,1.408
June,2016,4.784,1.5548,4.784
November,2016,4.176,1.305,4.176
August,2015,5.104,1.6588,5.104
October,2017,44.784,16.2342,44.784
December,2016,87.168,8.716800000,87.168
September,2014,14.576,2.3686,14.576
June,2017,5.344,0.734800000,5.344
November,2016,7.712,2.7956,7.712
September,2015,6.368,2.1492,6.368
July,2014,6.096,2.2098,6.096
September,2015,6.096,2.1336,6.096
February,2017,51.168,-6.396,51.168
April,2015,5.84,0.73,5.84
August,2017,6.208,0.698400000,6.208
August,2015,19.152,6.4638,19.152
September,2014,20.232,6.5754,20.232
December,2014,37.056,13.896,37.056
February,2014,82.896,29.0136,82.896
August,2017,6.672,2.1684,6.672
July,2017,86.376,30.2316,86.376
June,2017,11.304,-2.1195,11.304
June,2015,11.952,4.3326,11.952
April,2016,15.552,5.4432,15.552
April,2016,29.472,9.9468,29.472
December,2016,13.376,4.6816,13.376
December,2015,110.528,38.6848,110.528
October,2017,19.936,7.2268,19.936
October,2016,67.136,25.176,67.136
April,2017,20.736,7.2576,20.736
April,2015,43.56,3.267,43.56
September,2017,82.56,28.896,82.56
April,2017,23.24,7.553,23.24
August,2016,15.24,5.334,15.24
October,2017,112.12,42.045,112.12
October,2017,39.92,13.473,39.92
November,2016,29.12,9.828,29.12
October,2016,41.72,13.0375,41.72
August,2017,99.68,32.396,99.68
February,2017,10.64,3.857,10.64
July,2014,180.96,67.86,180.96
July,2014,41.904,14.1426,41.904
January,2015,56.16,17.55,56.16
July,2014,14.304,4.6488,14.304
March,2017,30.576,10.3194,30.576
June,2017,71.04,26.64,71.04
March,2016,51.184,19.194,51.184
May,2014,140.736,52.776,140.736
April,2014,49.792,-11.8256,49.792
March,2017,14.976,5.4288,14.976
November,2015,24.192,7.56,24.192
September,2016,511.056,-95.823000000,511.056
December,2016,437.472,153.1152,437.472
December,2017,64.96,22.736,64.96
June,2015,9.156,-6.104,9.156
January,2017,4.938,-3.6212,4.938
April,2016,3.108,-2.1756,3.108
April,2017,21.594,-15.8356,21.594
April,2017,12.03,-9.223,12.03
April,2017,8.964,-6.5736,8.964
June,2015,4.536,-3.3264,4.536
August,2016,14.78,3.9906,14.78
July,2017,399.95,143.982,399.95
September,2015,821.94,213.7044,821.94
December,2015,100.8,21.42,100.8
June,2017,47.984,5.998000000,47.984
September,2014,196.776,14.7582,196.776
September,2014,46.688,-2.918,46.688
February,2017,438.336,-87.6672,438.336
March,2014,251.944,88.1804,251.944
March,2014,574.91,156.047,574.91
April,2017,41.22,11.1294,41.22
October,2017,52.99,0.529900000,52.99
April,2017,119.02,33.3256,119.02
November,2016,59.97,14.9925,59.97
March,2015,119.85,52.734,119.85
December,2014,113.97,27.3528,113.97
March,2015,587.97,170.5113,587.97
August,2017,347.97,100.9113,347.97
September,2017,1079.85,323.955,1079.85
October,2017,2399.6,647.892,2399.6
October,2017,1704.89,767.2005,1704.89
November,2015,35.36,-3.094,35.36
April,2014,116.784,21.897,116.784
October,2017,11199.968,3919.9888,11199.968
November,2016,139.96,-22.7435,139.96
February,2017,57.594,-11.5188,57.594
April,2017,122.382,-24.4764,122.382
October,2014,22.96,4.3624,22.96
April,2016,149.97,5.998800000,149.97
April,2017,360,129.6,360
September,2017,158.376,13.8579,158.376
October,2017,0.99,0.4356,0.99
June,2016,29.29,9.6657,29.29
May,2017,199.98,87.9912,199.98
March,2016,26.85,5.1015,26.85
July,2016,389.97,132.5898,389.97
December,2014,395,39.5,395
November,2017,199.75,87.89,199.75
July,2016,1499.95,449.985,1499.95
September,2017,54.384,1.3596,54.384
October,2017,63.824,13.5626,63.824
June,2017,17.52,-3.504,17.52
July,2016,35.984,4.498,35.984
December,2016,112.776,-8.4582,112.776
March,2016,3357.6,377.73,3357.6
September,2017,43.176,15.1116,43.176
November,2016,203.976,25.497,203.976
December,2016,28.68,-7.17,28.68
December,2017,31.176,-7.0146,31.176
December,2014,627.168,70.556400000,627.168
January,2017,604.768,60.4768,604.768
October,2016,67.96,0.849500000,67.96
December,2017,2879.952,1007.9832,2879.952
March,2016,4158.912,363.9048,4158.912
October,2016,703.71,-938.28,703.71
October,2017,1439.92,374.3792,1439.92
March,2017,34.36,-7.3015,34.36
March,2017,959.984,335.9944,959.984
March,2017,209.986,8.999400000,209.986
July,2016,30.84,6.168,30.84
December,2015,799.984,249.995,799.984
September,2017,239.976,65.9934,239.976
April,2014,200.97,50.2425,200.97
February,2016,484.83,126.0558,484.83
February,2016,104.85,28.3095,104.85
May,2015,255.968,31.996,255.968
November,2017,16.95,1.017,16.95
July,2017,59.98,26.3912,59.98
July,2017,1687.8,742.632,1687.8
July,2017,7.992,2.6973,7.992
November,2017,7.92,0.693,7.92
November,2017,671.984,50.3988,671.984
September,2016,146.952,9.184500000,146.952
July,2016,177.48,19.9665,177.48
July,2016,71.976,8.997000000,71.976
November,2017,41.6,13,41.6
July,2017,2395.2,209.58,2395.2
